frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_14,away_x_15,away_x_16,away_x_17,away_x_18,away_x_19,away_x_2,away_x_20,away_x_25,away_x_3,away_x_4,away_x_6,away_x_7,away_x_8,away_x_9,away_y_1,away_y_14,away_y_15,away_y_16,away_y_17,away_y_18,away_y_19,away_y_2,away_y_20,away_y_25,away_y_3,away_y_4,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_12,home_x_13,home_x_22,home_x_24,home_x_26,home_x_4,home_x_5,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_12,home_y_13,home_y_22,home_y_24,home_y_26,home_y_4,home_y_5,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
165755,10515,160285,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
165755,10515,160286,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
165755,10515,160287,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
165755,10515,160288,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
172430,10515,167032,89.35,2,6719942,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,45.89,11.79,28.38,-43.932,NA,-28.559,NA,-3.381,NA,-17.964,-6.131,-33.543,NA,-23.72,NA,-32.464,-19.456,-39.105,-1.446,-13.488,NA,-21.762,NA,-6.637,NA,9.098,2.15,-28.697,NA,-6.217,NA,27.725,-10.86,-2.73,1,-51.139,-21.614,NA,-20.869,-26.918,-38.308,-40.684,-27.624,-44.149,-39.854,-32.667,-25.926,NA,-3.276,-8.686,NA,-21.525,-2.12,8.937,-0.911,10.192,-11.426,-13.144,-12.209,-11.844,NA,1,FALSE,no_data,2,89.32,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
178450,10515,173070,92.69,2,6720103,SH,OTB,13021,Abde Ezzalzouli,16,0,LW,38.81,3.1,25.751,-30.477,NA,-20.232,NA,-13.676,NA,-26.552,-30.543,-20.445,NA,-22.658,NA,-38.434,-30.732,-40.049,1.805,23.288,NA,2.87,NA,-2.502,NA,10.521,-3.48,-7.568,NA,19.442,NA,28.607,-2.839,-6.749,1,-50.341,-28.156,NA,-38.219,-30.843,-37.861,-43.561,-34.883,-38.555,-42.138,-41.626,-37.984,NA,-1.584,5.52,NA,-9.69,14.268,15.659,1.614,26.015,0.119,-7.375,-5.945,4.451,NA,1,FALSE,no_data,2,92.67,OTB,FALSE,NA,NA,13021,Abde Ezzalzouli,NA,NA,S,FALSE,FALSE,B,FALSE
178597,10515,173217,92.78,2,6720109,SH,OTB,4324,Azzedine Ounahi,8,0,CM,42.55,-5.54,26.263,-37.472,NA,-22.029,NA,-22.129,NA,-28.753,-27.113,-26.292,NA,-23.816,NA,-38.947,-37.095,-39.864,1.921,16.675,NA,0.813,NA,-1.494,NA,3.623,-1.466,-8.514,NA,14.082,NA,24.7,7.578,-6.333,1,-50.839,-29.217,NA,-32.093,-38.131,-40.228,-41.613,-29.226,-39.656,-40.811,-39.572,-36.356,NA,1.062,3.691,NA,-5.483,7.885,11.239,5.615,21.907,2.708,-3.278,-0.302,6.083,NA,1,TRUE,goal_detected,2,92.72,OTB,FALSE,NA,NA,4324,Azzedine Ounahi,NA,NA,S,FALSE,FALSE,B,FALSE
179206,10515,173826,93.12,2,6720128,SH,OTB,4324,Azzedine Ounahi,8,0,CM,42.55,-1.05,25,-40.957,NA,-24.24,NA,-43.996,NA,-33.489,-30.184,-19.67,NA,-30.866,NA,-39.311,-31.177,-41.096,1.799,3.392,NA,-2.467,NA,-13.277,NA,0.793,-10.582,2.817,NA,19.605,NA,27.255,7.667,-7.306,1,-50.82,-29.978,NA,-40.179,-35.971,-35.593,-37.968,-39.304,-40.995,-40.978,-38.179,-40.317,NA,0.401,5.953,NA,-1.12,0.878,6.727,3.308,4.088,0.112,-6.531,16.217,-2.869,NA,1,FALSE,no_data,2,93.08,OTB,FALSE,NA,NA,4324,Azzedine Ounahi,NA,NA,F,FALSE,FALSE,B,FALSE
180045,10515,174665,93.58,2,6720142,SH,OTB,4324,Azzedine Ounahi,8,0,CM,44.79,-1.56,25.005,-52.154,NA,-27.851,NA,-9.412,NA,-23.448,-14.692,-11.58,NA,-27.91,NA,-44.552,-42.657,-47.93,-1.626,-3.61,NA,-16.23,NA,-7.859,NA,15.081,-1.896,-5.28,NA,-4.641,NA,11.375,4.177,-2.613,1,-51.048,-16.254,NA,-22.996,-35.214,-44.249,-46.731,-38.428,-46.346,-50.851,-48.65,-41.262,NA,1.101,10.857,NA,-14.004,-0.011,4.749,2.285,5.555,-1.613,-1.582,-11.303,-8.367,NA,1,FALSE,no_data,2,93.55,OTB,FALSE,NA,NA,4324,Azzedine Ounahi,NA,NA,V,FALSE,FALSE,B,FALSE
180057,10515,174677,93.59,2,6720145,SH,OTB,13870,Abderrazak Hamdallah,9,0,CF,46.63,-1.02,25.005,-51.835,NA,-27.903,NA,-9.557,NA,-24.269,-14.501,-12.15,NA,-26.994,NA,-44.584,-43.971,-48.812,-1.593,-3.408,NA,-15.832,NA,-7.309,NA,14.317,-1.033,-5.978,NA,-4.043,NA,11.395,3.66,-2.185,1,-51.301,-15.985,NA,-23.472,-35.632,-43.079,-47.291,-38.804,-47.231,-51.301,-48.718,-41.956,NA,1.111,11.601,NA,-14.06,0.138,5.205,2.693,5.871,-1.215,-1.024,-10.716,-7.591,NA,1,FALSE,no_data,2,93.58,OTB,FALSE,NA,NA,13870,Abderrazak Hamdallah,NA,NA,S,FALSE,FALSE,L,FALSE
